feature,importance,pt
6,0.04186878,Acrochordon
7,0.0,Acrochordon
8,0.0,Acrochordon
9,0.041068908,Acrochordon
10,0.019700674,Acrochordon
11,0.033469208,Acrochordon
12,0.04509604,Acrochordon
13,0.036267653,Acrochordon
14,0.027192423,Acrochordon
15,0.053454235,Acrochordon
16,0.028020157,Acrochordon
17,0.020509174,Acrochordon
18,0.08908454,Acrochordon
19,0.07296879,Acrochordon
20,0.03236169,Acrochordon
21,0.079701446,Acrochordon
22,0.0644108,Acrochordon
23,0.025643157,Acrochordon
24,0.016152807,Acrochordon
25,0.0,Acrochordon
0,0.08126203,Actinic keratosis
1,0.050035086,Actinic keratosis
2,0.03255135,Actinic keratosis
3,0.052619975,Actinic keratosis
4,0.09532146,Actinic keratosis
5,0.03082127,Actinic keratosis
6,0.02826425,Actinic keratosis
7,0.06108756,Actinic keratosis
8,0.0167556,Actinic keratosis
9,0.022434874,Actinic keratosis
10,0.036690075,Actinic keratosis
11,0.04631525,Actinic keratosis
12,0.031615067,Actinic keratosis
13,0.01584951,Actinic keratosis
14,0.0,Actinic keratosis
15,0.028641416,Actinic keratosis
16,0.070668705,Actinic keratosis
17,0.019586561,Actinic keratosis
18,0.022434343,Actinic keratosis
19,0.024713134,Actinic keratosis
20,0.05979768,Actinic keratosis
21,0.017886776,Actinic keratosis
22,0.094053514,Actinic keratosis
23,0.023864768,Actinic keratosis
24,0.0,Actinic keratosis
25,0.036729693,Actinic keratosis
0,0.09520351,Activated partial thromboplastin time abnormal
1,0.01793309,Activated partial thromboplastin time abnormal
2,0.025743028,Activated partial thromboplastin time abnormal
3,0.031147882,Activated partial thromboplastin time abnormal
4,0.1003211,Activated partial thromboplastin time abnormal
5,0.017521964,Activated partial thromboplastin time abnormal
6,0.022063904,Activated partial thromboplastin time abnormal
7,0.027841587,Activated partial thromboplastin time abnormal
8,0.015444985,Activated partial thromboplastin time abnormal
9,0.0184411,Activated partial thromboplastin time abnormal
10,0.010921969,Activated partial thromboplastin time abnormal
11,0.015460189,Activated partial thromboplastin time abnormal
12,0.052467585,Activated partial thromboplastin time abnormal
13,0.0,Activated partial thromboplastin time abnormal
14,0.041301325,Activated partial thromboplastin time abnormal
15,0.09767993,Activated partial thromboplastin time abnormal
16,0.08253108,Activated partial thromboplastin time abnormal
17,0.009086309,Activated partial thromboplastin time abnormal
18,0.020421136,Activated partial thromboplastin time abnormal
19,0.014622916,Activated partial thromboplastin time abnormal
20,0.060376395,Activated partial thromboplastin time abnormal
21,0.05213629,Activated partial thromboplastin time abnormal
22,0.14537749,Activated partial thromboplastin time abnormal
23,0.011126097,Activated partial thromboplastin time abnormal
24,0.0,Activated partial thromboplastin time abnormal
25,0.014829154,Activated partial thromboplastin time abnormal
0,0.020132883,Acute disseminated encephalomyelitis
