feature,importance,pt
3,0.0,Abdominal wall abscess
4,0.0032715973714201236,Abdominal wall abscess
5,0.0016093337941713221,Abdominal wall abscess
6,0.003405630260233314,Abdominal wall abscess
7,0.0,Abdominal wall abscess
8,0.0,Abdominal wall abscess
9,0.17148290691395235,Abdominal wall abscess
10,0.02871194546332419,Abdominal wall abscess
11,0.0,Abdominal wall abscess
12,0.07305755047735629,Abdominal wall abscess
13,0.053977970467075906,Abdominal wall abscess
14,0.0,Abdominal wall abscess
15,0.038592736759582594,Abdominal wall abscess
16,0.05091222857314731,Abdominal wall abscess
17,0.0,Abdominal wall abscess
18,0.0006316521342335081,Abdominal wall abscess
19,0.008074965605651713,Abdominal wall abscess
20,0.04403692236338643,Abdominal wall abscess
21,0.0012966528831555295,Abdominal wall abscess
22,0.08967808744321042,Abdominal wall abscess
23,0.008431044186071499,Abdominal wall abscess
24,0.0,Abdominal wall abscess
25,0.27736352407326875,Abdominal wall abscess
0,0.00012854656724589563,Abdominal wall disorder
1,0.012198893104284729,Abdominal wall disorder
2,0.0,Abdominal wall disorder
3,0.11106614568738253,Abdominal wall disorder
4,0.0,Abdominal wall disorder
5,0.0,Abdominal wall disorder
6,0.0,Abdominal wall disorder
7,0.0,Abdominal wall disorder
8,0.0,Abdominal wall disorder
9,0.0,Abdominal wall disorder
10,0.09329417131324812,Abdominal wall disorder
11,0.0,Abdominal wall disorder
12,0.0960117895079776,Abdominal wall disorder
13,0.0,Abdominal wall disorder
14,0.0005192473803928852,Abdominal wall disorder
15,0.07848249449675626,Abdominal wall disorder
16,0.08369631196481701,Abdominal wall disorder
17,0.0,Abdominal wall disorder
18,0.0,Abdominal wall disorder
19,0.11245870972263709,Abdominal wall disorder
20,0.016815615226777905,Abdominal wall disorder
21,0.0,Abdominal wall disorder
22,0.190959722351596,Abdominal wall disorder
23,0.006115885965307568,Abdominal wall disorder
24,0.0,Abdominal wall disorder
25,0.19825246671157654,Abdominal wall disorder
0,0.03958218205158546,Abdominal wall haematoma
1,0.037126168400163403,Abdominal wall haematoma
2,0.0,Abdominal wall haematoma
3,0.04119429611241028,Abdominal wall haematoma
4,0.0,Abdominal wall haematoma
5,0.16453733391463146,Abdominal wall haematoma
6,0.05751849938130503,Abdominal wall haematoma
7,0.0196745338247473,Abdominal wall haematoma
8,0.0008843190701733953,Abdominal wall haematoma
9,0.07446171324591364,Abdominal wall haematoma
10,0.06392170812007195,Abdominal wall haematoma
11,0.11294982881663806,Abdominal wall haematoma
12,0.0006123312113280521,Abdominal wall haematoma
13,0.05686514202961931,Abdominal wall haematoma
14,0.0,Abdominal wall haematoma
15,0.0,Abdominal wall haematoma
16,0.0,Abdominal wall haematoma
17,0.00019306991193759573,Abdominal wall haematoma
18,0.024848188748161422,Abdominal wall haematoma
19,0.06830624513876137,Abdominal wall haematoma
20,0.022797599706399177,Abdominal wall haematoma
21,0.0,Abdominal wall haematoma
22,0.007328435491182885,Abdominal wall haematoma
23,0.033037447287050825,Abdominal wall haematoma
24,0.0,Abdominal wall haematoma
25,0.1741609575379194,Abdominal wall haematoma
0,0.0,Abdominal wall haemorrhage
1,0.0465266209628495,Abdominal wall haemorrhage
2,0.0,Abdominal wall haemorrhage
3,0.0,Abdominal wall haemorrhage
4,0.09219636848853696,Abdominal wall haemorrhage
5,0.02546127588159444,Abdominal wall haemorrhage
6,0.022615680701711074,Abdominal wall haemorrhage
7,0.0,Abdominal wall haemorrhage
8,0.0,Abdominal wall haemorrhage
9,0.0,Abdominal wall haemorrhage
10,0.07027464381746491,Abdominal wall haemorrhage
11,0.0,Abdominal wall haemorrhage
12,0.25709478253183704,Abdominal wall haemorrhage
13,0.0,Abdominal wall haemorrhage
14,0.0,Abdominal wall haemorrhage
15,0.08564983522951666,Abdominal wall haemorrhage
16,0.0,Abdominal wall haemorrhage
17,0.0,Abdominal wall haemorrhage
18,0.0,Abdominal wall haemorrhage
19,0.0438125571185528,Abdominal wall haemorrhage
20,0.017816624549438366,Abdominal wall haemorrhage
21,0.0,Abdominal wall haemorrhage
22,0.2739671205702366,Abdominal wall haemorrhage
23,0.0,Abdominal wall haemorrhage
24,0.0,Abdominal wall haemorrhage
25,0.06458449014826162,Abdominal wall haemorrhage
0,0.01614706702218217,Abdominal wall wound
1,0.006690802409010105,Abdominal wall wound
2,0.0,Abdominal wall wound
3,0.0369931856041121,Abdominal wall wound
4,0.14275031249628473,Abdominal wall wound
5,0.14374007729685778,Abdominal wall wound
6,0.0,Abdominal wall wound
7,0.0,Abdominal wall wound
8,0.026160437812259088,Abdominal wall wound
9,0.050310559006211196,Abdominal wall wound
10,0.0,Abdominal wall wound
11,0.0,Abdominal wall wound
12,0.08022213083846556,Abdominal wall wound
13,0.08385293297781786,Abdominal wall wound
14,0.0,Abdominal wall wound
15,0.0,Abdominal wall wound
16,0.0,Abdominal wall wound
17,0.0,Abdominal wall wound
18,0.011992263150394122,Abdominal wall wound
19,0.0,Abdominal wall wound
